value,column_name,cleaned_text,tokenized_text,POS tagged,Lemma
The restaurant had poor lighting and we could not see our food clearly.,Negative,restaurant poor lighting could see food clearly,"['restaurant', 'poor', 'lighting', 'could', 'see', 'food', 'clearly']","[('restaurant', 'n'), ('poor', 'a'), ('lighting', 'n'), ('could', None), ('see', 'v'), ('food', 'n'), ('clearly', 'r')]",  restaurant poor lighting could see food clearly
The food had a strange color and did not look appetizing.,Negative,food strange color look appetizing,"['food', 'strange', 'color', 'look', 'appetizing']","[('food', 'n'), ('strange', 'a'), ('color', 'n'), ('look', 'n'), ('appetizing', 'v')]",  food strange color look appetizing
The restaurant had no online ordering available.,Negative,restaurant online ordering available,"['restaurant', 'online', 'ordering', 'available']","[('restaurant', 'n'), ('online', 'n'), ('ordering', 'v'), ('available', 'a')]",  restaurant online order available
The food was too spicy and we could not finish it.,Negative,food spicy could finish,"['food', 'spicy', 'could', 'finish']","[('food', 'n'), ('spicy', 'n'), ('could', None), ('finish', 'v')]",  food spicy could finish
The restaurant had no seating available and was standing-room only.,Negative,restaurant seating available standing room,"['restaurant', 'seating', 'available', 'standing', 'room']","[('restaurant', 'n'), ('seating', 'v'), ('available', 'a'), ('standing', 'n'), ('room', 'n')]",  restaurant seat available standing room
The restaurant's delivery service was unreliable and our order arrived late.,Negative,restaurant delivery service unreliable order arrived late,"['restaurant', 'delivery', 'service', 'unreliable', 'order', 'arrived', 'late']","[('restaurant', 'n'), ('delivery', 'n'), ('service', 'n'), ('unreliable', 'a'), ('order', 'n'), ('arrived', 'v'), ('late', 'a')]",  restaurant delivery service unreliable order arrive late
The food was not properly packaged and spilled during transportation.,Negative,food properly packaged spilled transportation,"['food', 'properly', 'packaged', 'spilled', 'transportation']","[('food', 'n'), ('properly', 'r'), ('packaged', 'v'), ('spilled', 'v'), ('transportation', 'n')]",  food properly package spill transportation
The restaurant's portions were too small and did not satisfy our hunger.,Negative,restaurant portions small satisfy hunger,"['restaurant', 'portions', 'small', 'satisfy', 'hunger']","[('restaurant', 'n'), ('portions', 'n'), ('small', 'a'), ('satisfy', 'n'), ('hunger', 'n')]",  restaurant portion small satisfy hunger
The food had an unusual texture and was not enjoyable to eat.,Negative,food unusual texture enjoyable eat,"['food', 'unusual', 'texture', 'enjoyable', 'eat']","[('food', 'n'), ('unusual', 'a'), ('texture', 'n'), ('enjoyable', 'a'), ('eat', 'n')]",  food unusual texture enjoyable eat
The restaurant's staff was unresponsive and did not attend to our needs.,Negative,restaurant staff unresponsive attend needs,"['restaurant', 'staff', 'unresponsive', 'attend', 'needs']","[('restaurant', 'a'), ('staff', 'n'), ('unresponsive', 'a'), ('attend', 'n'), ('needs', 'n')]",  restaurant staff unresponsive attend need
The food was not properly cooked and had a raw or undercooked taste.,Negative,food properly cooked raw undercooked taste,"['food', 'properly', 'cooked', 'raw', 'undercooked', 'taste']","[('food', 'n'), ('properly', 'r'), ('cooked', 'v'), ('raw', 'a'), ('undercooked', 'a'), ('taste', 'n')]",  food properly cook raw undercooked taste
The restaurant's atmosphere was uncomfortable and not welcoming.,Negative,restaurant atmosphere uncomfortable welcoming,"['restaurant', 'atmosphere', 'uncomfortable', 'welcoming']","[('restaurant', 'n'), ('atmosphere', None), ('uncomfortable', 'a'), ('welcoming', 'n')]",  restaurant atmosphere uncomfortable welcoming
The food had a bad smell and was not appetizing.,Negative,food bad smell appetizing,"['food', 'bad', 'smell', 'appetizing']","[('food', 'n'), ('bad', 'a'), ('smell', 'n'), ('appetizing', 'v')]",  food bad smell appetizing
The restaurant's menu was unclear and difficult to navigate.,Negative,restaurant menu unclear difficult navigate,"['restaurant', 'menu', 'unclear', 'difficult', 'navigate']","[('restaurant', 'n'), ('menu', 'n'), ('unclear', 'a'), ('difficult', 'a'), ('navigate', 'n')]",  restaurant menu unclear difficult navigate
"The food was too greasy and oily, leaving an unpleasant taste in our mouths.",Negative,food greasy oily leaving unpleasant taste mouths,"['food', 'greasy', 'oily', 'leaving', 'unpleasant', 'taste', 'mouths']","[('food', 'n'), ('greasy', 'n'), ('oily', 'r'), ('leaving', 'v'), ('unpleasant', 'a'), ('taste', 'n'), ('mouths', 'n')]",  food greasy oily leave unpleasant taste mouth
The restaurant's prices were too high for the quality of food we received.,Negative,restaurant prices high quality food received,"['restaurant', 'prices', 'high', 'quality', 'food', 'received']","[('restaurant', 'n'), ('prices', 'n'), ('high', 'a'), ('quality', 'n'), ('food', 'n'), ('received', 'v')]",  restaurant price high quality food receive
The food was not fresh and tasted stale or expired.,Negative,food fresh tasted stale expired,"['food', 'fresh', 'tasted', 'stale', 'expired']","[('food', 'n'), ('fresh', 'a'), ('tasted', 'v'), ('stale', 'n'), ('expired', 'v')]",  food fresh taste stale expire
The restaurant's ordering process was confusing and disorganized.,Negative,restaurant ordering process confusing disorganized,"['restaurant', 'ordering', 'process', 'confusing', 'disorganized']","[('restaurant', 'n'), ('ordering', 'v'), ('process', 'n'), ('confusing', 'v'), ('disorganized', 'v')]",  restaurant order process confuse disorganize
"The food was too sweet or too salty, making it difficult to enjoy.",Negative,food sweet salty making difficult enjoy,"['food', 'sweet', 'salty', 'making', 'difficult', 'enjoy']","[('food', 'n'), ('sweet', 'n'), ('salty', 'n'), ('making', 'v'), ('difficult', 'a'), ('enjoy', 'n')]",  food sweet salty make difficult enjoy
The restaurant's food was not presented well and looked unappealing.,Negative,restaurant food presented well looked unappealing,"['restaurant', 'food', 'presented', 'well', 'looked', 'unappealing']","[('restaurant', 'n'), ('food', 'n'), ('presented', 'v'), ('well', 'r'), ('looked', 'v'), ('unappealing', 'a')]",  restaurant food present well look unappealing
The food was not properly seasoned and lacked flavor.,Negative,food properly seasoned lacked flavor,"['food', 'properly', 'seasoned', 'lacked', 'flavor']","[('food', 'n'), ('properly', 'r'), ('seasoned', 'v'), ('lacked', 'a'), ('flavor', 'n')]",  food properly season lacked flavor
"The restaurant's service was slow and inefficient, leading to a long wait time.",Negative,restaurant service slow inefficient leading long wait time,"['restaurant', 'service', 'slow', 'inefficient', 'leading', 'long', 'wait', 'time']","[('restaurant', 'n'), ('service', 'n'), ('slow', 'a'), ('inefficient', 'n'), ('leading', 'v'), ('long', 'a'), ('wait', 'n'), ('time', 'n')]",  restaurant service slow inefficient lead long wait time
"The food was not cooked to our liking or specifications, despite our requests.",Negative,food cooked liking specifications despite requests,"['food', 'cooked', 'liking', 'specifications', 'despite', 'requests']","[('food', 'n'), ('cooked', 'v'), ('liking', 'a'), ('specifications', 'n'), ('despite', None), ('requests', 'n')]",  food cook liking specification despite request
The restaurant's staff was unprofessional and lacked proper training.,Negative,restaurant staff unprofessional lacked proper training,"['restaurant', 'staff', 'unprofessional', 'lacked', 'proper', 'training']","[('restaurant', 'a'), ('staff', 'n'), ('unprofessional', 'a'), ('lacked', 'v'), ('proper', 'a'), ('training', 'n')]",  restaurant staff unprofessional lack proper training
The food was not what we expected based on the menu description or photo.,Negative,food expected based menu description photo,"['food', 'expected', 'based', 'menu', 'description', 'photo']","[('food', 'n'), ('expected', 'v'), ('based', 'v'), ('menu', 'a'), ('description', 'n'), ('photo', 'n')]",  food expect base menu description photo
The restaurant's menu options were limited and did not cater to our preferences.,Negative,restaurant menu options limited cater preferences,"['restaurant', 'menu', 'options', 'limited', 'cater', 'preferences']","[('restaurant', 'n'), ('menu', 'n'), ('options', 'n'), ('limited', 'v'), ('cater', 'n'), ('preferences', 'n')]",  restaurant menu option limit cater preference
The food was too cold or too hot and not at the proper temperature.,Negative,food cold hot proper temperature,"['food', 'cold', 'hot', 'proper', 'temperature']","[('food', 'n'), ('cold', 'n'), ('hot', 'a'), ('proper', 'a'), ('temperature', 'n')]",  food cold hot proper temperature
The restaurant's location was inconvenient or difficult to access.,Negative,restaurant location inconvenient difficult access,"['restaurant', 'location', 'inconvenient', 'difficult', 'access']","[('restaurant', 'n'), ('location', 'n'), ('inconvenient', 'n'), ('difficult', 'a'), ('access', 'n')]",  restaurant location inconvenient difficult access
"The food was too spicy or too bland, making it difficult to eat.",Negative,food spicy bland making difficult eat,"['food', 'spicy', 'bland', 'making', 'difficult', 'eat']","[('food', 'n'), ('spicy', 'n'), ('bland', 'n'), ('making', 'v'), ('difficult', 'a'), ('eat', 'n')]",  food spicy bland make difficult eat
The restaurant's delivery driver was rude or unprofessional.,Negative,restaurant delivery driver rude unprofessional,"['restaurant', 'delivery', 'driver', 'rude', 'unprofessional']","[('restaurant', 'n'), ('delivery', 'n'), ('driver', 'n'), ('rude', 'v'), ('unprofessional', 'a')]",  restaurant delivery driver rude unprofessional
The food was not properly labeled for allergies or dietary restrictions.,Negative,food properly labeled allergies dietary restrictions,"['food', 'properly', 'labeled', 'allergies', 'dietary', 'restrictions']","[('food', 'n'), ('properly', 'r'), ('labeled', 'v'), ('allergies', 'n'), ('dietary', 'a'), ('restrictions', 'n')]",  food properly label allergy dietary restriction
The restaurant's waitstaff was unattentive and did not provide good service.,Negative,restaurant waitstaff unattentive provide good service,"['restaurant', 'waitstaff', 'unattentive', 'provide', 'good', 'service']","[('restaurant', 'n'), ('waitstaff', None), ('unattentive', 'a'), ('provide', 'r'), ('good', 'a'), ('service', 'n')]",  restaurant waitstaff unattentive provide good service
The food was not cooked evenly and some parts were overcooked while others were undercooked.,Negative,food cooked evenly parts overcooked others undercooked,"['food', 'cooked', 'evenly', 'parts', 'overcooked', 'others', 'undercooked']","[('food', 'n'), ('cooked', 'v'), ('evenly', 'r'), ('parts', 'n'), ('overcooked', 'v'), ('others', 'n'), ('undercooked', 'v')]",  food cook evenly part overcook others undercooked
The restaurant's hygiene practices were questionable and made us feel uneasy.,Negative,restaurant hygiene practices questionable made us feel uneasy,"['restaurant', 'hygiene', 'practices', 'questionable', 'made', 'us', 'feel', 'uneasy']","[('restaurant', 'n'), ('hygiene', 'n'), ('practices', 'n'), ('questionable', 'a'), ('made', 'v'), ('us', None), ('feel', 'v'), ('uneasy', 'a')]",  restaurant hygiene practice questionable make us feel uneasy
The food was not properly prepared and did not meet our expectations.,Negative,food properly prepared meet expectations,"['food', 'properly', 'prepared', 'meet', 'expectations']","[('food', 'n'), ('properly', 'r'), ('prepared', 'a'), ('meet', 'n'), ('expectations', 'n')]",  food properly prepared meet expectation
The restaurant's online ordering system was not user-friendly or efficient.,Negative,restaurant online ordering system user friendly efficient,"['restaurant', 'online', 'ordering', 'system', 'user', 'friendly', 'efficient']","[('restaurant', 'n'), ('online', 'n'), ('ordering', 'v'), ('system', 'n'), ('user', 'a'), ('friendly', 'r'), ('efficient', 'a')]",  restaurant online order system user friendly efficient
"The food was too heavy or too light, leaving us feeling unsatisfied.",Negative,food heavy light leaving us feeling unsatisfied,"['food', 'heavy', 'light', 'leaving', 'us', 'feeling', 'unsatisfied']","[('food', 'n'), ('heavy', 'a'), ('light', 'n'), ('leaving', 'v'), ('us', None), ('feeling', 'v'), ('unsatisfied', 'a')]",  food heavy light leave us feel unsatisfied
The restaurant's customer service was unhelpful and did not resolve our issues.,Negative,restaurant customer service unhelpful resolve issues,"['restaurant', 'customer', 'service', 'unhelpful', 'resolve', 'issues']","[('restaurant', 'n'), ('customer', 'n'), ('service', 'n'), ('unhelpful', 'a'), ('resolve', 'n'), ('issues', 'n')]",  restaurant customer service unhelpful resolve issue
The food had a strange or unpleasant aftertaste.,Negative,food strange unpleasant aftertaste,"['food', 'strange', 'unpleasant', 'aftertaste']","[('food', 'n'), ('strange', 'n'), ('unpleasant', 'a'), ('aftertaste', 'n')]",  food strange unpleasant aftertaste
The restaurant's menu was outdated or did not reflect current offerings.,Negative,restaurant menu outdated reflect current offerings,"['restaurant', 'menu', 'outdated', 'reflect', 'current', 'offerings']","[('restaurant', 'n'), ('menu', 'n'), ('outdated', 'v'), ('reflect', 'a'), ('current', 'a'), ('offerings', 'n')]",  restaurant menu outdated reflect current offering
The food had a strange appearance and did not look like it was supposed to.,Negative,food strange appearance look like supposed,"['food', 'strange', 'appearance', 'look', 'like', 'supposed']","[('food', 'n'), ('strange', 'a'), ('appearance', 'n'), ('look', 'n'), ('like', None), ('supposed', 'v')]",  food strange appearance look like suppose
The restaurant's location was dirty or unclean.,Negative,restaurant location dirty unclean,"['restaurant', 'location', 'dirty', 'unclean']","[('restaurant', 'n'), ('location', 'n'), ('dirty', 'n'), ('unclean', 'a')]",  restaurant location dirty unclean
The food was not properly cooked or prepared and caused us to feel ill.,Negative,food properly cooked prepared caused us feel ill,"['food', 'properly', 'cooked', 'prepared', 'caused', 'us', 'feel', 'ill']","[('food', 'n'), ('properly', 'r'), ('cooked', 'v'), ('prepared', 'a'), ('caused', 'v'), ('us', None), ('feel', 'v'), ('ill', 'a')]",  food properly cook prepared cause us feel ill
The restaurant's portion sizes were inconsistent and varied from dish to dish.,Negative,restaurant portion sizes inconsistent varied dish dish,"['restaurant', 'portion', 'sizes', 'inconsistent', 'varied', 'dish', 'dish']","[('restaurant', 'n'), ('portion', 'n'), ('sizes', 'v'), ('inconsistent', 'a'), ('varied', 'a'), ('dish', 'a'), ('dish', 'n')]",  restaurant portion size inconsistent varied dish dish
The food was not properly packaged for takeout and spilled during transportation.,Negative,food properly packaged takeout spilled transportation,"['food', 'properly', 'packaged', 'takeout', 'spilled', 'transportation']","[('food', 'n'), ('properly', 'r'), ('packaged', 'v'), ('takeout', 'n'), ('spilled', 'v'), ('transportation', 'n')]",  food properly package takeout spill transportation
The restaurant's atmosphere was too loud or chaotic.,Negative,restaurant atmosphere loud chaotic,"['restaurant', 'atmosphere', 'loud', 'chaotic']","[('restaurant', 'n'), ('atmosphere', None), ('loud', 'a'), ('chaotic', 'n')]",  restaurant atmosphere loud chaotic
The food was not what we ordered and was completely different than expected.,Negative,food ordered completely different expected,"['food', 'ordered', 'completely', 'different', 'expected']","[('food', 'n'), ('ordered', 'v'), ('completely', 'r'), ('different', 'a'), ('expected', 'v')]",  food order completely different expect
The restaurant's delivery driver was late or did not deliver our food at all.,Negative,restaurant delivery driver late deliver food,"['restaurant', 'delivery', 'driver', 'late', 'deliver', 'food']","[('restaurant', 'n'), ('delivery', 'n'), ('driver', 'n'), ('late', 'r'), ('deliver', 'r'), ('food', 'n')]",  restaurant delivery driver late deliver food
The food had a strange texture and was difficult to chew or swallow.,Negative,food strange texture difficult chew swallow,"['food', 'strange', 'texture', 'difficult', 'chew', 'swallow']","[('food', 'n'), ('strange', 'a'), ('texture', 'n'), ('difficult', 'a'), ('chew', 'n'), ('swallow', 'n')]",  food strange texture difficult chew swallow
The restaurant's prices were inconsistent or not clearly advertised.,Negative,restaurant prices inconsistent clearly advertised,"['restaurant', 'prices', 'inconsistent', 'clearly', 'advertised']","[('restaurant', 'n'), ('prices', 'n'), ('inconsistent', 'v'), ('clearly', 'r'), ('advertised', 'a')]",  restaurant price inconsistent clearly advertised
"The food was not properly cooked or seasoned, making it unappetizing.",Negative,food properly cooked seasoned making unappetizing,"['food', 'properly', 'cooked', 'seasoned', 'making', 'unappetizing']","[('food', 'n'), ('properly', 'r'), ('cooked', 'v'), ('seasoned', 'a'), ('making', 'v'), ('unappetizing', 'a')]",  food properly cook seasoned make unappetizing
"The restaurant's staff was rude or unprofessional, leading to a negative experience.",Negative,restaurant staff rude unprofessional leading negative experience,"['restaurant', 'staff', 'rude', 'unprofessional', 'leading', 'negative', 'experience']","[('restaurant', 'a'), ('staff', 'n'), ('rude', 'v'), ('unprofessional', 'a'), ('leading', 'a'), ('negative', 'a'), ('experience', 'n')]",  restaurant staff rude unprofessional leading negative experience
The food was average and met our expectations.,Neutral,food average met expectations,"['food', 'average', 'met', 'expectations']","[('food', 'n'), ('average', 'n'), ('met', 'v'), ('expectations', 'n')]",  food average meet expectation
The ordering process was straightforward and easy to navigate.,Neutral,ordering process straightforward easy navigate,"['ordering', 'process', 'straightforward', 'easy', 'navigate']","[('ordering', 'v'), ('process', 'n'), ('straightforward', 'n'), ('easy', 'a'), ('navigate', 'n')]",  order process straightforward easy navigate
The restaurant had a decent selection of dishes to choose from.,Neutral,restaurant decent selection dishes choose,"['restaurant', 'decent', 'selection', 'dishes', 'choose']","[('restaurant', 'n'), ('decent', 'a'), ('selection', 'n'), ('dishes', 'n'), ('choose', 'v')]",  restaurant decent selection dish choose
The food arrived on time and was neither early nor late.,Neutral,food arrived time neither early late,"['food', 'arrived', 'time', 'neither', 'early', 'late']","[('food', 'n'), ('arrived', 'v'), ('time', 'n'), ('neither', 'r'), ('early', 'r'), ('late', 'a')]",  food arrive time neither early late
"The restaurant had a comfortable atmosphere, but nothing particularly stood out.",Neutral,restaurant comfortable atmosphere nothing particularly stood,"['restaurant', 'comfortable', 'atmosphere', 'nothing', 'particularly', 'stood']","[('restaurant', 'n'), ('comfortable', 'a'), ('atmosphere', 'r'), ('nothing', 'n'), ('particularly', 'r'), ('stood', 'v')]",  restaurant comfortable atmosphere nothing particularly stand
The food was neither too spicy nor too bland.,Neutral,food neither spicy bland,"['food', 'neither', 'spicy', 'bland']","[('food', 'n'), ('neither', None), ('spicy', 'n'), ('bland', 'n')]",  food neither spicy bland
The restaurant's menu had a good balance of options.,Neutral,restaurant menu good balance options,"['restaurant', 'menu', 'good', 'balance', 'options']","[('restaurant', 'n'), ('menu', 'n'), ('good', 'a'), ('balance', 'n'), ('options', 'n')]",  restaurant menu good balance option
"The food was presented nicely, but didn't have any wow factor.",Neutral,food presented nicely wow factor,"['food', 'presented', 'nicely', 'wow', 'factor']","[('food', 'n'), ('presented', 'v'), ('nicely', 'r'), ('wow', 'a'), ('factor', 'n')]",  food present nicely wow factor
"The restaurant's staff was polite and professional, but didn't go above and beyond.",Neutral,restaurant staff polite professional go beyond,"['restaurant', 'staff', 'polite', 'professional', 'go', 'beyond']","[('restaurant', 'a'), ('staff', 'n'), ('polite', 'a'), ('professional', 'n'), ('go', 'v'), ('beyond', None)]",  restaurant staff polite professional go beyond
The food was neither too salty nor too sweet.,Neutral,food neither salty sweet,"['food', 'neither', 'salty', 'sweet']","[('food', 'n'), ('neither', None), ('salty', 'n'), ('sweet', 'n')]",  food neither salty sweet
"The restaurant's online ordering system was functional, but not particularly innovative.",Neutral,restaurant online ordering system functional particularly innovative,"['restaurant', 'online', 'ordering', 'system', 'functional', 'particularly', 'innovative']","[('restaurant', 'n'), ('online', 'n'), ('ordering', 'v'), ('system', 'n'), ('functional', 'a'), ('particularly', 'r'), ('innovative', 'a')]",  restaurant online order system functional particularly innovative
"The food was cooked to an acceptable level, but nothing extraordinary.",Neutral,food cooked acceptable level nothing extraordinary,"['food', 'cooked', 'acceptable', 'level', 'nothing', 'extraordinary']","[('food', 'n'), ('cooked', 'v'), ('acceptable', 'a'), ('level', 'n'), ('nothing', 'n'), ('extraordinary', 'a')]",  food cook acceptable level nothing extraordinary
The restaurant's prices were reasonable and matched the quality of the food.,Neutral,restaurant prices reasonable matched quality food,"['restaurant', 'prices', 'reasonable', 'matched', 'quality', 'food']","[('restaurant', 'n'), ('prices', 'n'), ('reasonable', 'a'), ('matched', 'a'), ('quality', 'n'), ('food', 'n')]",  restaurant price reasonable matched quality food
"The food had an acceptable portion size, neither too large nor too small.",Neutral,food acceptable portion size neither large small,"['food', 'acceptable', 'portion', 'size', 'neither', 'large', 'small']","[('food', 'n'), ('acceptable', 'a'), ('portion', 'n'), ('size', 'n'), ('neither', None), ('large', 'a'), ('small', 'a')]",  food acceptable portion size neither large small
The restaurant had a decent selection of drinks to choose from.,Neutral,restaurant decent selection drinks choose,"['restaurant', 'decent', 'selection', 'drinks', 'choose']","[('restaurant', 'n'), ('decent', 'a'), ('selection', 'n'), ('drinks', 'n'), ('choose', 'v')]",  restaurant decent selection drink choose
The food was served at an appropriate temperature.,Neutral,food served appropriate temperature,"['food', 'served', 'appropriate', 'temperature']","[('food', 'n'), ('served', 'v'), ('appropriate', 'a'), ('temperature', 'n')]",  food serve appropriate temperature
"The restaurant's location was convenient, but nothing particularly noteworthy.",Neutral,restaurant location convenient nothing particularly noteworthy,"['restaurant', 'location', 'convenient', 'nothing', 'particularly', 'noteworthy']","[('restaurant', 'n'), ('location', 'n'), ('convenient', 'n'), ('nothing', 'n'), ('particularly', 'r'), ('noteworthy', 'a')]",  restaurant location convenient nothing particularly noteworthy
The food had an acceptable level of seasoning.,Neutral,food acceptable level seasoning,"['food', 'acceptable', 'level', 'seasoning']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('seasoning', 'v')]",  food acceptable level season
The restaurant's staff was efficient and got the job done.,Neutral,restaurant staff efficient got job done,"['restaurant', 'staff', 'efficient', 'got', 'job', 'done']","[('restaurant', 'a'), ('staff', 'n'), ('efficient', 'n'), ('got', 'v'), ('job', 'n'), ('done', 'v')]",  restaurant staff efficient get job do
The food had an acceptable level of spiciness.,Neutral,food acceptable level spiciness,"['food', 'acceptable', 'level', 'spiciness']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('spiciness', 'n')]",  food acceptable level spiciness
The restaurant's menu had a good variety of cuisines.,Neutral,restaurant menu good variety cuisines,"['restaurant', 'menu', 'good', 'variety', 'cuisines']","[('restaurant', 'n'), ('menu', 'n'), ('good', 'a'), ('variety', 'n'), ('cuisines', 'n')]",  restaurant menu good variety cuisine
The food had an acceptable level of freshness.,Neutral,food acceptable level freshness,"['food', 'acceptable', 'level', 'freshness']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('freshness', 'n')]",  food acceptable level freshness
The restaurant's atmosphere was neither too loud nor too quiet.,Neutral,restaurant atmosphere neither loud quiet,"['restaurant', 'atmosphere', 'neither', 'loud', 'quiet']","[('restaurant', 'n'), ('atmosphere', None), ('neither', None), ('loud', 'n'), ('quiet', 'n')]",  restaurant atmosphere neither loud quiet
The food had an acceptable level of tenderness.,Neutral,food acceptable level tenderness,"['food', 'acceptable', 'level', 'tenderness']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('tenderness', 'n')]",  food acceptable level tenderness
The restaurant had a decent selection of desserts to choose from.,Neutral,restaurant decent selection desserts choose,"['restaurant', 'decent', 'selection', 'desserts', 'choose']","[('restaurant', 'n'), ('decent', 'a'), ('selection', 'n'), ('desserts', 'n'), ('choose', 'v')]",  restaurant decent selection dessert choose
The food was cooked to an acceptable level of doneness.,Neutral,food cooked acceptable level doneness,"['food', 'cooked', 'acceptable', 'level', 'doneness']","[('food', 'n'), ('cooked', 'v'), ('acceptable', 'a'), ('level', 'n'), ('doneness', 'n')]",  food cook acceptable level doneness
The restaurant's prices were not particularly expensive or cheap.,Neutral,restaurant prices particularly expensive cheap,"['restaurant', 'prices', 'particularly', 'expensive', 'cheap']","[('restaurant', 'n'), ('prices', 'n'), ('particularly', 'r'), ('expensive', 'a'), ('cheap', 'n')]",  restaurant price particularly expensive cheap
The food had an acceptable level of crispiness.,Neutral,food acceptable level crispiness,"['food', 'acceptable', 'level', 'crispiness']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('crispiness', 'n')]",  food acceptable level crispiness
"The restaurant's staff was attentive, but not overly so.",Neutral,restaurant staff attentive overly,"['restaurant', 'staff', 'attentive', 'overly']","[('restaurant', 'a'), ('staff', 'n'), ('attentive', 'a'), ('overly', 'r')]",  restaurant staff attentive overly
The food had an acceptable level of juiciness.,Neutral,food acceptable level juiciness,"['food', 'acceptable', 'level', 'juiciness']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('juiciness', 'n')]",  food acceptable level juiciness
The restaurant's menu had a good balance of vegetarian and non-vegetarian options.,Neutral,restaurant menu good balance vegetarian non vegetarian options,"['restaurant', 'menu', 'good', 'balance', 'vegetarian', 'non', 'vegetarian', 'options']","[('restaurant', 'n'), ('menu', 'n'), ('good', 'a'), ('balance', 'n'), ('vegetarian', 'a'), ('non', 'n'), ('vegetarian', 'n'), ('options', 'n')]",  restaurant menu good balance vegetarian non vegetarian option
The food had an acceptable level of texture.,Neutral,food acceptable level texture,"['food', 'acceptable', 'level', 'texture']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('texture', 'n')]",  food acceptable level texture
The restaurant's location was neither too far nor too close.,Neutral,restaurant location neither far close,"['restaurant', 'location', 'neither', 'far', 'close']","[('restaurant', 'n'), ('location', 'n'), ('neither', 'r'), ('far', 'r'), ('close', 'a')]",  restaurant location neither far close
The food had an acceptable level of moisture.,Neutral,food acceptable level moisture,"['food', 'acceptable', 'level', 'moisture']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('moisture', 'n')]",  food acceptable level moisture
The restaurant had a decent selection of appetizers to choose from.,Neutral,restaurant decent selection appetizers choose,"['restaurant', 'decent', 'selection', 'appetizers', 'choose']","[('restaurant', 'n'), ('decent', 'a'), ('selection', 'n'), ('appetizers', 'n'), ('choose', 'v')]",  restaurant decent selection appetizer choose
The food had an acceptable level of chewiness.,Neutral,food acceptable level chewiness,"['food', 'acceptable', 'level', 'chewiness']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('chewiness', 'n')]",  food acceptable level chewiness
The restaurant's prices were in line with other restaurants in the area.,Neutral,restaurant prices line restaurants area,"['restaurant', 'prices', 'line', 'restaurants', 'area']","[('restaurant', 'n'), ('prices', 'n'), ('line', 'n'), ('restaurants', 'n'), ('area', 'n')]",  restaurant price line restaurant area
The food had an acceptable level of heat.,Neutral,food acceptable level heat,"['food', 'acceptable', 'level', 'heat']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('heat', 'n')]",  food acceptable level heat
The restaurant's menu had a good balance of spicy and non-spicy dishes.,Neutral,restaurant menu good balance spicy non spicy dishes,"['restaurant', 'menu', 'good', 'balance', 'spicy', 'non', 'spicy', 'dishes']","[('restaurant', 'n'), ('menu', 'n'), ('good', 'a'), ('balance', 'n'), ('spicy', 'n'), ('non', 'n'), ('spicy', 'n'), ('dishes', 'n')]",  restaurant menu good balance spicy non spicy dish
The restaurant had a decent selection of wines to choose from.,Neutral,restaurant decent selection wines choose,"['restaurant', 'decent', 'selection', 'wines', 'choose']","[('restaurant', 'n'), ('decent', 'a'), ('selection', 'n'), ('wines', 'n'), ('choose', 'v')]",  restaurant decent selection wine choose
The food had an acceptable level of presentation.,Neutral,food acceptable level presentation,"['food', 'acceptable', 'level', 'presentation']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('presentation', 'n')]",  food acceptable level presentation
"The restaurant's staff was friendly and accommodating, but not overly so.",Neutral,restaurant staff friendly accommodating overly,"['restaurant', 'staff', 'friendly', 'accommodating', 'overly']","[('restaurant', 'a'), ('staff', 'n'), ('friendly', 'a'), ('accommodating', 'v'), ('overly', 'r')]",  restaurant staff friendly accommodate overly
The restaurant had a decent selection of beers to choose from.,Neutral,restaurant decent selection beers choose,"['restaurant', 'decent', 'selection', 'beers', 'choose']","[('restaurant', 'n'), ('decent', 'a'), ('selection', 'n'), ('beers', 'n'), ('choose', 'v')]",  restaurant decent selection beer choose
The food had an acceptable level of flavor.,Neutral,food acceptable level flavor,"['food', 'acceptable', 'level', 'flavor']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('flavor', 'n')]",  food acceptable level flavor
The restaurant's location was easy to find.,Neutral,restaurant location easy find,"['restaurant', 'location', 'easy', 'find']","[('restaurant', 'n'), ('location', 'n'), ('easy', 'a'), ('find', 'n')]",  restaurant location easy find
The food had an acceptable level of doneness.,Neutral,food acceptable level doneness,"['food', 'acceptable', 'level', 'doneness']","[('food', 'n'), ('acceptable', 'a'), ('level', 'n'), ('doneness', 'n')]",  food acceptable level doneness
